ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
1502,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.6,0.5,1.3,0.6,1.1,1.3,,5.4,3.9,9.4,,,6.8,,,6.8,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1503,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y15T24,15 to 24 years old,M,Male,,PT,Percentage,SL_TLF_UEM__Y15T24__M,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,1,0.9,0.9,1.2,1.3,1.8,,6.1,4,5.7,,,8.2,,,8.2,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1504,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y15T24,15 to 24 years old,M,Male,,PT,Percentage,SL_TLF_UEM__Y15T24__M,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,1,0.9,0.9,1.2,1.3,1.8,,6.1,4,5.7,,,8.2,,,8.2,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1505,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE25,25 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE25___T,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.4,0.2,0.2,0.3,0.4,0.5,,1.8,1,2.5,,,2.8,,,2.8,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1506,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE25,25 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE25___T,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.4,0.2,0.2,0.3,0.4,0.5,,1.8,1,2.5,,,2.8,,,2.8,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1507,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.2,0.1,0.2,0.2,0.5,0.4,,2.6,1.2,4.8,,,3.7,,,3.7,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007]: Unreliable | Repository: ILO-STATISTICS - Micro data processing // [2008-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1508,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.2,0.1,0.2,0.2,0.5,0.4,,2.6,1.2,4.8,,,3.7,,,3.7,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007]: Unreliable | Repository: ILO-STATISTICS - Micro data processing // [2008-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1509,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.5,0.3,0.2,0.3,0.4,0.5,,1.6,1,1.8,,,2.5,,,2.5,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1510,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",586,Pakistan,5,127,Southern Asia (excluding India),Country,68.80479684,29.36491634,PAK,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,10,2006,2018,"[2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2018]",,,,,,,0.5,0.3,0.2,0.3,0.4,0.5,,1.6,1,1.8,,,2.5,,,2.5,"[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2011,2014-2015]: Repository: ILO-STATISTICS - Micro data processing // [2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year",C: Country data
1511,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,3,2000,2014,"[2000, 2005, 2014]",3.3,,,,,4.2,,,,,,,,,1.4,,,,,,,1.4,[2000]: Repository: ILO-STATISTICS - Micro data processing // [2005]: Data reference period: September | Age coverage - minimum age: 16 years old // [2014]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
1512,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,3,2000,2014,"[2000, 2005, 2014]",3.3,,,,,4.2,,,,,,,,,1.4,,,,,,,1.4,[2000]: Repository: ILO-STATISTICS - Micro data processing // [2005]: Data reference period: September | Age coverage - minimum age: 16 years old // [2014]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
1513,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,3,2000,2014,"[2000, 2005, 2014]",3.5,,,,,4.9,,,,,,,,,1.8,,,,,,,1.8,[2000]: Repository: ILO-STATISTICS - Micro data processing // [2005]: Data reference period: September | Age coverage - minimum age: 16 years old // [2014]: Unreliable | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
1514,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,3,2000,2014,"[2000, 2005, 2014]",3.5,,,,,4.9,,,,,,,,,1.8,,,,,,,1.8,[2000]: Repository: ILO-STATISTICS - Micro data processing // [2005]: Data reference period: September | Age coverage - minimum age: 16 years old // [2014]: Unreliable | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
1515,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,3,2000,2014,"[2000, 2005, 2014]",3.1,,,,,3.7,,,,,,,,,1.1,,,,,,,1.1,[2000]: Repository: ILO-STATISTICS - Micro data processing // [2005]: Data reference period: September | Age coverage - minimum age: 16 years old // [2014]: Unreliable | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
1516,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,3,2000,2014,"[2000, 2005, 2014]",3.1,,,,,3.7,,,,,,,,,1.1,,,,,,,1.1,[2000]: Repository: ILO-STATISTICS - Micro data processing // [2005]: Data reference period: September | Age coverage - minimum age: 16 years old // [2014]: Unreliable | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
1517,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",585,Palau,4,543,Oceania (exc. Australia and New Zealand),Country,134.5733878,7.502307591,PLW,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,2,2000,2014,"[2000, 2014]",9.6,,,,,,,,,,,,,,5.6,,,,,,,5.6,[2000]: Repository: ILO-STATISTICS - Micro data processing // [2014]: Unreliable | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age,C: Country data
